sid,proj_id,run_id,samp_id,strat,tech,body_subsite,subject_id,body_site,body_subsite_int,body_site_int,nreads,nreads_unmapped,primer,n_otus
SRR049397.SRS048741,SRP002395,SRR049397,SRS048741,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241845,Skin,14,3,8862,5546,V13/V35,48
SRR170426.SRS144215,SRP002860,SRR170426,SRS144215,METAGENOMIC ,AMPLICON,Vaginal introitus,241718,Urogenital tract,17,4,13943,5208,V13/V35,44
SRR049425.SRS065474,SRP002395,SRR049425,SRS065474,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241865,Skin,13,3,5625,2087,V13/V35,105
SRR045829.SRS019308,SRP002395,SRR045829,SRS019308,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241848,Skin,12,3,12046,9019,V13/V35,53
SRR047664.SRS057292,SRP002395,SRR047664,SRS057292,METAGENOMIC ,AMPLICON,Mid vagina,241761,Urogenital tract,15,4,8772,5669,V13/V35,14
SRR044006.SRS015978,SRP002395,SRR044006,SRS015978,METAGENOMIC ,AMPLICON,Supragingival plaque,241769,Oral,8,2,5538,4127,V13/V35,61
SRR040623.SRS023643,SRP002395,SRR040623,SRS023643,METAGENOMIC ,AMPLICON,Vaginal introitus,241702,Urogenital tract,17,4,8187,1834,V3-V5,17
SRR047420.SRS015526,SRP002395,SRR047420,SRS015526,METAGENOMIC ,AMPLICON,Throat,241707,Oral,9,2,8791,2094,V13/V35,115
SRR049459.SRS018858,SRP002395,SRR049459,SRS018858,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241716,Skin,12,3,6311,2977,V13/V35,53
SRR046840.SRS051849,SRP002395,SRR046840,SRS051849,METAGENOMIC ,AMPLICON,Subgingival plaque,241859,Oral,7,2,10464,6340,V13/V35,92
SRR041216.SRS017845,SRP002395,SRR041216,SRS017845,METAGENOMIC ,AMPLICON,Supragingival plaque,241711,Oral,8,2,8900,4029,V3-V5,71
SRR192086.SRS020320,SRP002860,SRR192086,SRS020320,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241829,Skin,14,3,2674,1670,V1-V3,17
SRR171123.SRS149808,SRP002860,SRR171123,SRS149808,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241881,Skin,14,3,4839,1879,V13/V35,28
SRR046002.SRS019373,SRP002395,SRR046002,SRS019373,METAGENOMIC ,AMPLICON,Anterior nares,241771,Airways,0,0,5575,2973,V13/V35,48
SRR048188.SRS022518,SRP002395,SRR048188,SRS022518,METAGENOMIC ,AMPLICON,Vaginal introitus,241810,Urogenital tract,17,4,4716,481,V13/V35,25
SRR170750.SRS098630,SRP002860,SRR170750,SRS098630,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241756,Skin,14,3,10520,3817,V13/V35,80
SRR172242.SRS105155,SRP002860,SRR172242,SRS105155,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241771,Skin,12,3,3838,1538,V13/V35,27
SRR046246.SRS056140,SRP002395,SRR046246,SRS056140,METAGENOMIC ,AMPLICON,Palatine Tonsils,241808,Oral,5,2,11786,6120,V13/V35,105
SRR329046.SRS062687,SRP002860,SRR329046,SRS062687,METAGENOMIC ,AMPLICON,Palatine Tonsils,257132,Oral,5,2,7467,3718,V13/V35,89
SRR048186.SRS022520,SRP002395,SRR048186,SRS022520,METAGENOMIC ,AMPLICON,Mid vagina,241810,Urogenital tract,15,4,6036,971,V13/V35,32
SRR171214.SRS076856,SRP002860,SRR171214,SRS076856,METAGENOMIC ,AMPLICON,Throat,241723,Oral,9,2,6931,3993,V13/V35,79
SRR041691.SRS016895,SRP002395,SRR041691,SRS016895,METAGENOMIC ,AMPLICON,Anterior nares,241745,Airways,0,0,5974,3161,V3-V5,38
SRR048325.SRS023001,SRP002395,SRR048325,SRS023001,METAGENOMIC ,AMPLICON,Hard palate,241700,Oral,4,2,7906,3889,V13/V35,110
SRR170125.SRS143551,SRP002860,SRR170125,SRS143551,METAGENOMIC ,AMPLICON,Right Antecubital fossa,257127,Skin,13,3,6236,3315,V13/V35,63
SRR048543.SRS042235,SRP002395,SRR048543,SRS042235,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241797,Skin,12,3,6548,4584,V13/V35,40
SRR048630.SRS044996,SRP002395,SRR048630,SRS044996,METAGENOMIC ,AMPLICON,Buccal mucosa,241710,Oral,3,2,7442,5092,V13/V35,106
SRR091536.SRS100613,SRP002860,SRR091536,SRS100613,METAGENOMIC ,AMPLICON,Supragingival plaque,241674,Oral,8,2,8024,4218,V3-V5,91
SRR041194.SRS024472,SRP002395,SRR041194,SRS024472,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241794,Oral,2,2,5267,4193,V3-V5,33
SRR045277.SRS011510,SRP002395,SRR045277,SRS011510,METAGENOMIC ,AMPLICON,Buccal mucosa,241702,Oral,3,2,9805,7251,V13/V35,143
SRR049364.SRS014235,SRP002395,SRR049364,SRS014235,METAGENOMIC ,AMPLICON,Stool,241791,Gastrointestinal tract,1,1,7895,3896,V13/V35,78
SRR045522.SRS050470,SRP002395,SRR045522,SRS050470,METAGENOMIC ,AMPLICON,Supragingival plaque,241812,Oral,8,2,8549,4227,V13/V35,91
SRR190376.SRS024361,SRP002860,SRR190376,SRS024361,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241814,Skin,14,3,12828,9376,V1-V3,22
SRR089860.SRS103770,SRP002860,SRR089860,SRS103770,METAGENOMIC ,AMPLICON,Palatine Tonsils,257109,Oral,5,2,3928,1794,V3-V5,69
SRR048606.SRS055136,SRP002395,SRR048606,SRS055136,METAGENOMIC ,AMPLICON,Supragingival plaque,241715,Oral,8,2,21150,11429,V13/V35,107
SRR047526.SRS011477,SRP002395,SRR047526,SRS011477,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241760,Skin,13,3,5732,1647,V13/V35,44
SRR046029.SRS051886,SRP002395,SRR046029,SRS051886,METAGENOMIC ,AMPLICON,Hard palate,241886,Oral,4,2,46019,18105,V13/V35,154
SRR045175.SRS011427,SRP002395,SRR045175,SRS011427,METAGENOMIC ,AMPLICON,Palatine Tonsils,241709,Oral,5,2,4420,2095,V13/V35,65
SRR041058.SRS017649,SRP002395,SRR041058,SRS017649,METAGENOMIC ,AMPLICON,Saliva,241775,Oral,6,2,4993,2356,V3-V5,133
SRR047005.SRS064373,SRP002395,SRR047005,SRS064373,METAGENOMIC ,AMPLICON,Vaginal introitus,257114,Urogenital tract,17,4,30191,12619,V13/V35,58
SRR047268.SRS045277,SRP002395,SRR047268,SRS045277,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241887,Oral,2,2,9563,5665,V13/V35,30
SRR048439.SRS047455,SRP002395,SRR048439,SRS047455,METAGENOMIC ,AMPLICON,Supragingival plaque,241673,Oral,8,2,8503,4068,V13/V35,120
SRR049340.SRS042643,SRP002395,SRR049340,SRS042643,METAGENOMIC ,AMPLICON,Tongue dorsum,241886,Oral,10,2,32660,30495,V13/V35,97
SRR170178.SRS146752,SRP002860,SRR170178,SRS146752,METAGENOMIC ,AMPLICON,Subgingival plaque,257131,Oral,7,2,7936,5016,V13/V35,106
SRR044550.SRS018557,SRP002395,SRR044550,SRS018557,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241851,Skin,13,3,4886,2666,V13/V35,27
SRR044861.SRS011561,SRP002395,SRR044861,SRS011561,METAGENOMIC ,AMPLICON,Buccal mucosa,241834,Oral,3,2,10666,7243,V13/V35,66
SRR043035.SRS016367,SRP002395,SRR043035,SRS016367,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241839,Skin,12,3,2565,697,V3-V5,22
SRR045891.SRS019447,SRP002395,SRR045891,SRS019447,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241728,Skin,12,3,21909,2522,V13/V35,25
SRR046213.SRS044842,SRP002395,SRR046213,SRS044842,METAGENOMIC ,AMPLICON,Hard palate,241884,Oral,4,2,6190,3960,V13/V35,81
SRR171713.SRS149802,SRP002860,SRR171713,SRS149802,METAGENOMIC ,AMPLICON,Supragingival plaque,241881,Oral,8,2,9682,4948,V13/V35,107
SRR040843.SRS023985,SRP002395,SRR040843,SRS023985,METAGENOMIC ,AMPLICON,Hard palate,241704,Oral,4,2,4513,2774,V3-V5,65
SRR091444.SRS076795,SRP002860,SRR091444,SRS076795,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,257129,Oral,2,2,8531,4913,V3-V5,64
SRR041537.SRS017014,SRP002395,SRR041537,SRS017014,METAGENOMIC ,AMPLICON,Buccal mucosa,241746,Oral,3,2,6327,4104,V3-V5,79
SRR328875.SRS065361,SRP002860,SRR328875,SRS065361,METAGENOMIC ,AMPLICON,Left Retroauricular crease,257117,Skin,12,3,13413,10349,V13/V35,37
SRR091369.SRS097935,SRP002860,SRR091369,SRS097935,METAGENOMIC ,AMPLICON,Buccal mucosa,268871,Oral,3,2,3014,1740,V3-V5,50
SRR125798.SRS147520,SRP002860,SRR125798,SRS147520,METAGENOMIC ,AMPLICON,Subgingival plaque,257125,Oral,7,2,9511,4356,V3-V5,96
SRR044057.SRS015023,SRP002395,SRR044057,SRS015023,METAGENOMIC ,AMPLICON,Hard palate,241718,Oral,4,2,9199,5299,V13/V35,92
SRR041557.SRS017002,SRP002395,SRR041557,SRS017002,METAGENOMIC ,AMPLICON,Saliva,241746,Oral,6,2,5630,2053,V3-V5,135
SRR043975.SRS015576,SRP002395,SRR043975,SRS015576,METAGENOMIC ,AMPLICON,Subgingival plaque,241802,Oral,7,2,9903,4964,V13/V35,96
SRR049482.SRS050640,SRP002395,SRR049482,SRS050640,METAGENOMIC ,AMPLICON,Saliva,241883,Oral,6,2,13882,3773,V13/V35,142
SRR167321.SRS077216,SRP002860,SRR167321,SRS077216,METAGENOMIC ,AMPLICON,Tongue dorsum,241890,Oral,10,2,13807,5754,V13/V35,89
SRR045224.SRS011159,SRP002395,SRR045224,SRS011159,METAGENOMIC ,AMPLICON,Saliva,241686,Oral,6,2,8388,5073,V13/V35,140
SRR045703.SRS015147,SRP002395,SRR045703,SRS015147,METAGENOMIC ,AMPLICON,Mid vagina,241850,Urogenital tract,15,4,8974,2271,V13/V35,18
SRR041244.SRS024637,SRP002395,SRR041244,SRS024637,METAGENOMIC ,AMPLICON,Tongue dorsum,241705,Oral,10,2,6202,2960,V3-V5,85
SRR045323.SRS011594,SRP002395,SRR045323,SRS011594,METAGENOMIC ,AMPLICON,Buccal mucosa,241783,Oral,3,2,6396,5142,V13/V35,79
SRR045213.SRS011531,SRP002395,SRR045213,SRS011531,METAGENOMIC ,AMPLICON,Saliva,241837,Oral,6,2,7445,3587,V13/V35,121
SRR046459.SRS056240,SRP002395,SRR046459,SRS056240,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241863,Skin,12,3,13928,9895,V13/V35,19
SRR172125.SRS149256,SRP002860,SRR172125,SRS149256,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,257132,Oral,2,2,8453,4436,V13/V35,54
SRR048230.SRS023512,SRP002395,SRR048230,SRS023512,METAGENOMIC ,AMPLICON,Supragingival plaque,241709,Oral,8,2,5187,3002,V13/V35,111
SRR042877.SRS017304,SRP002395,SRR042877,SRS017304,METAGENOMIC ,AMPLICON,Supragingival plaque,241676,Oral,8,2,5790,4495,V3-V5,68
SRR046430.SRS056511,SRP002395,SRR046430,SRS056511,METAGENOMIC ,AMPLICON,Tongue dorsum,241883,Oral,10,2,41485,27127,V13/V35,103
SRR045599.SRS019572,SRP002395,SRR045599,SRS019572,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241720,Oral,2,2,10239,4287,V13/V35,81
SRR044542.SRS016205,SRP002395,SRR044542,SRS016205,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241687,Skin,12,3,11618,5699,V13/V35,79
SRR170719.SRS148385,SRP002860,SRR170719,SRS148385,METAGENOMIC ,AMPLICON,Buccal mucosa,241861,Oral,3,2,5992,4492,V13/V35,85
SRR048516.SRS051295,SRP002395,SRR048516,SRS051295,METAGENOMIC ,AMPLICON,Throat,241765,Oral,9,2,4058,1502,V13/V35,96
SRR041530.SRS043792,SRP002395,SRR041530,SRS043792,METAGENOMIC ,AMPLICON,Buccal mucosa,241746,Oral,3,2,6172,4777,V3-V5,28
SRR091312.SRS076747,SRP002860,SRR091312,SRS076747,METAGENOMIC ,AMPLICON,Subgingival plaque,257111,Oral,7,2,7524,3564,V3-V5,75
SRR049348.SRS018860,SRP002395,SRR049348,SRS018860,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241716,Skin,14,3,6849,4603,V13/V35,34
SRR171741.SRS098719,SRP002860,SRR171741,SRS098719,METAGENOMIC ,AMPLICON,Saliva,241758,Oral,6,2,10160,6385,V13/V35,126
SRR170207.SRS148921,SRP002860,SRR170207,SRS148921,METAGENOMIC ,AMPLICON,Anterior nares,241880,Airways,0,0,6780,4340,V13/V35,51
SRR046831.SRS063898,SRP002395,SRR046831,SRS063898,METAGENOMIC ,AMPLICON,Stool,241730,Gastrointestinal tract,1,1,10387,5312,V13/V35,58
SRR047591.SRS018708,SRP002395,SRR047591,SRS018708,METAGENOMIC ,AMPLICON,Mid vagina,241723,Urogenital tract,15,4,7806,5823,V13/V35,18
SRR091604.SRS100589,SRP002860,SRR091604,SRS100589,METAGENOMIC ,AMPLICON,Stool,241674,Gastrointestinal tract,1,1,13415,10518,V3-V5,43
SRR049472.SRS065592,SRP002395,SRR049472,SRS065592,METAGENOMIC ,AMPLICON,Posterior fornix,241784,Urogenital tract,16,4,10443,8957,V13/V35,15
SRR328750.SRS018846,SRP002860,SRR328750,SRS018846,METAGENOMIC ,AMPLICON,Buccal mucosa,241716,Oral,3,2,8111,4270,V13/V35,130
SRR048253.SRS049203,SRP002395,SRR048253,SRS049203,METAGENOMIC ,AMPLICON,Supragingival plaque,241837,Oral,8,2,5156,3023,V13/V35,110
SRR048191.SRS022428,SRP002395,SRR048191,SRS022428,METAGENOMIC ,AMPLICON,Hard palate,241719,Oral,4,2,2609,1400,V13/V35,82
SRR045700.SRS014833,SRP002395,SRR045700,SRS014833,METAGENOMIC ,AMPLICON,Anterior nares,241793,Airways,0,0,10027,4927,V13/V35,67
SRR046965.SRS064299,SRP002395,SRR046965,SRS064299,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241825,Skin,13,3,8149,6561,V13/V35,54
SRR089877.SRS077752,SRP002860,SRR089877,SRS077752,METAGENOMIC ,AMPLICON,Stool,241831,Gastrointestinal tract,1,1,9142,4664,V3-V5,61
SRR047854.SRS020155,SRP002395,SRR047854,SRS020155,METAGENOMIC ,AMPLICON,Anterior nares,241827,Airways,0,0,5549,3519,V13/V35,45
SRR044881.SRS011655,SRP002395,SRR044881,SRS011655,METAGENOMIC ,AMPLICON,Saliva,241764,Oral,6,2,10256,4904,V13/V35,115
SRR046111.SRS014881,SRP002395,SRR046111,SRS014881,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241830,Skin,13,3,8749,5471,V13/V35,37
SRR045314.SRS011547,SRP002395,SRR045314,SRS011547,METAGENOMIC ,AMPLICON,Subgingival plaque,241837,Oral,7,2,7208,3746,V13/V35,107
SRR043992.SRS015970,SRP002395,SRR043992,SRS015970,METAGENOMIC ,AMPLICON,Buccal mucosa,241769,Oral,3,2,4782,3097,V13/V35,65
SRR044271.SRS015736,SRP002395,SRR044271,SRS015736,METAGENOMIC ,AMPLICON,Vaginal introitus,241756,Urogenital tract,17,4,8079,1241,V13/V35,30
SRR201838.SRS145361,SRP002860,SRR201838,SRS145361,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241821,Skin,13,3,3842,2011,V3-V5,28
SRR040852.SRS053366,SRP002395,SRR040852,SRS053366,METAGENOMIC ,AMPLICON,Palatine Tonsils,241828,Oral,5,2,5608,3290,V3-V5,79
SRR046693.SRS052566,SRP002395,SRR046693,SRS052566,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241860,Skin,14,3,7697,4285,V13/V35,15
SRR046772.SRS056493,SRP002395,SRR046772,SRS056493,METAGENOMIC ,AMPLICON,Subgingival plaque,241878,Oral,7,2,10849,5081,V13/V35,109
SRR201912.SRS103493,SRP002860,SRR201912,SRS103493,METAGENOMIC ,AMPLICON,Hard palate,268873,Oral,4,2,8518,3595,V3-V5,88
SRR043893.SRS015858,SRP002395,SRR043893,SRS015858,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241830,Skin,14,3,6689,2109,V13/V35,32
SRR040668.SRS024424,SRP002395,SRR040668,SRS024424,METAGENOMIC ,AMPLICON,Anterior nares,241764,Airways,0,0,4852,1904,V3-V5,38
SRR040780.SRS020269,SRP002395,SRR040780,SRS020269,METAGENOMIC ,AMPLICON,Anterior nares,241798,Airways,0,0,5748,3352,V3-V5,43
SRR044239.SRS015635,SRP002395,SRR044239,SRS015635,METAGENOMIC ,AMPLICON,Subgingival plaque,241784,Oral,7,2,5292,1608,V13/V35,79
SRR041328.SRS024106,SRP002395,SRR041328,SRS024106,METAGENOMIC ,AMPLICON,Tongue dorsum,241724,Oral,10,2,9939,4365,V3-V5,92
SRR041355.SRS017725,SRP002395,SRR041355,SRS017725,METAGENOMIC ,AMPLICON,Supragingival plaque,241710,Oral,8,2,5780,2858,V3-V5,130
SRR047459.SRS019081,SRP002395,SRR047459,SRS019081,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241743,Skin,14,3,19898,10167,V13/V35,45
SRR044604.SRS015919,SRP002395,SRR044604,SRS015919,METAGENOMIC ,AMPLICON,Hard palate,241778,Oral,4,2,9155,4355,V13/V35,97
SRR172511.SRS104394,SRP002860,SRR172511,SRS104394,METAGENOMIC ,AMPLICON,Throat,241687,Oral,9,2,7386,3347,V13/V35,97
SRR047102.SRS064715,SRP002395,SRR047102,SRS064715,METAGENOMIC ,AMPLICON,Buccal mucosa,241875,Oral,3,2,9751,6478,V13/V35,90
SRR045608.SRS044635,SRP002395,SRR045608,SRS044635,METAGENOMIC ,AMPLICON,Buccal mucosa,241825,Oral,3,2,6200,3447,V13/V35,53
SRR090088.SRS078462,SRP002860,SRR090088,SRS078462,METAGENOMIC ,AMPLICON,Supragingival plaque,241676,Oral,8,2,6453,2637,V3-V5,92
SRR041478.SRS017212,SRP002395,SRR041478,SRS017212,METAGENOMIC ,AMPLICON,Hard palate,241838,Oral,4,2,5254,3605,V3-V5,100
SRR048317.SRS054108,SRP002395,SRR048317,SRS054108,METAGENOMIC ,AMPLICON,Hard palate,241837,Oral,4,2,23375,16777,V13/V35,99
SRR040774.SRS013249,SRP002395,SRR040774,SRS013249,METAGENOMIC ,AMPLICON,Throat,241833,Oral,9,2,2312,1209,V3-V5,70
SRR048824.SRS064750,SRP002395,SRR048824,SRS064750,METAGENOMIC ,AMPLICON,Anterior nares,268869,Airways,0,0,7060,4227,V13/V35,92
SRR170363.SRS149840,SRP002860,SRR170363,SRS149840,METAGENOMIC ,AMPLICON,Stool,241865,Gastrointestinal tract,1,1,10390,5382,V13/V35,76
SRR048814.SRS063524,SRP002395,SRR048814,SRS063524,METAGENOMIC ,AMPLICON,Stool,268869,Gastrointestinal tract,1,1,8643,5786,V13/V35,46
SRR047953.SRS023516,SRP002395,SRR047953,SRS023516,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241709,Skin,12,3,5217,4132,V13/V35,25
SRR170171.SRS147673,SRP002860,SRR170171,SRS147673,METAGENOMIC ,AMPLICON,Stool,257118,Gastrointestinal tract,1,1,8375,6640,V13/V35,63
SRR044576.SRS018807,SRP002395,SRR044576,SRS018807,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241731,Skin,12,3,12903,4982,V13/V35,34
SRR044876.SRS011488,SRP002395,SRR044876,SRS011488,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241673,Oral,2,2,7858,6034,V13/V35,33
SRR171916.SRS076943,SRP002860,SRR171916,SRS076943,METAGENOMIC ,AMPLICON,Mid vagina,241701,Urogenital tract,15,4,6649,2101,V13/V35,24
SRR041934.SRS013466,SRP002395,SRR041934,SRS013466,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241666,Oral,2,2,3641,2574,V3-V5,41
SRR046839.SRS052430,SRP002395,SRR046839,SRS052430,METAGENOMIC ,AMPLICON,Throat,241883,Oral,9,2,19675,5411,V13/V35,106
SRR043788.SRS015188,SRP002395,SRR043788,SRS015188,METAGENOMIC ,AMPLICON,Subgingival plaque,241675,Oral,7,2,6991,2441,V13/V35,109
SRR170720.SRS150023,SRP002860,SRR170720,SRS150023,METAGENOMIC ,AMPLICON,Stool,241772,Gastrointestinal tract,1,1,6545,4478,V13/V35,62
SRR346164.SRS018920,SRP002860,SRR346164,SRS018920,METAGENOMIC ,AMPLICON,Stool,241732,Gastrointestinal tract,1,1,7002,4675,V13/V35,56
SRR091319.SRS078581,SRP002860,SRR091319,SRS078581,METAGENOMIC ,AMPLICON,Palatine Tonsils,241680,Oral,5,2,1966,832,V3-V5,69
SRR171881.SRS097901,SRP002860,SRR171881,SRS097901,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241696,Oral,2,2,8162,4439,V13/V35,68
SRR043871.SRS015137,SRP002395,SRR043871,SRS015137,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241850,Skin,14,3,15579,8932,V13/V35,25
SRR170236.SRS098640,SRP002860,SRR170236,SRS098640,METAGENOMIC ,AMPLICON,Mid vagina,241756,Urogenital tract,15,4,8879,6854,V13/V35,15
SRR044265.SRS016054,SRP002395,SRR044265,SRS016054,METAGENOMIC ,AMPLICON,Anterior nares,241741,Airways,0,0,4671,2358,V13/V35,79
SRR048556.SRS050283,SRP002395,SRR048556,SRS050283,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241826,Skin,12,3,6565,1709,V13/V35,53
SRR089969.SRS077774,SRP002860,SRR089969,SRS077774,METAGENOMIC ,AMPLICON,Supragingival plaque,241831,Oral,8,2,6039,4580,V3-V5,58
SRR045664.SRS014287,SRP002395,SRR045664,SRS014287,METAGENOMIC ,AMPLICON,Stool,241825,Gastrointestinal tract,1,1,11530,8848,V13/V35,60
SRR047573.SRS045119,SRP002395,SRR047573,SRS045119,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241864,Skin,14,3,24024,11030,V13/V35,278
SRR047036.SRS062847,SRP002395,SRR047036,SRS062847,METAGENOMIC ,AMPLICON,Stool,241875,Gastrointestinal tract,1,1,11205,9534,V13/V35,28
SRR047884.SRS023458,SRP002395,SRR047884,SRS023458,METAGENOMIC ,AMPLICON,Anterior nares,241766,Airways,0,0,4184,2472,V13/V35,26
SRR049468.SRS055157,SRP002395,SRR049468,SRS055157,METAGENOMIC ,AMPLICON,Buccal mucosa,241872,Oral,3,2,9291,7128,V13/V35,55
SRR133339.SRS148792,SRP002860,SRR133339,SRS148792,METAGENOMIC ,AMPLICON,Hard palate,268871,Oral,4,2,4022,2540,V3-V5,54
SRR046344.SRS049388,SRP002395,SRR046344,SRS049388,METAGENOMIC ,AMPLICON,Anterior nares,241808,Airways,0,0,6873,3576,V13/V35,43
SRR049404.SRS065665,SRP002395,SRR049404,SRS065665,METAGENOMIC ,AMPLICON,Stool,257118,Gastrointestinal tract,1,1,8639,7048,V13/V35,37
SRR089933.SRS077772,SRP002860,SRR089933,SRS077772,METAGENOMIC ,AMPLICON,Throat,241831,Oral,9,2,2861,1465,V3-V5,60
SRR170602.SRS098565,SRP002860,SRR170602,SRS098565,METAGENOMIC ,AMPLICON,Throat,241793,Oral,9,2,4401,2175,V13/V35,50
SRR046362.SRS045483,SRP002395,SRR046362,SRS045483,METAGENOMIC ,AMPLICON,Hard palate,241844,Oral,4,2,9133,6622,V13/V35,100
SRR091376.SRS077884,SRP002860,SRR091376,SRS077884,METAGENOMIC ,AMPLICON,Buccal mucosa,241748,Oral,3,2,4594,3256,V3-V5,47
SRR170711.SRS148480,SRP002860,SRR170711,SRS148480,METAGENOMIC ,AMPLICON,Stool,241886,Gastrointestinal tract,1,1,4873,3067,V13/V35,51
SRR292186.SRS042764,SRP002860,SRR292186,SRS042764,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241749,Skin,14,3,5670,4432,V1-V3,36
SRR090824.SRS146702,SRP002860,SRR090824,SRS146702,METAGENOMIC ,AMPLICON,Supragingival plaque,257119,Oral,8,2,13911,10733,V3-V5,89
SRR047613.SRS053925,SRP002395,SRR047613,SRS053925,METAGENOMIC ,AMPLICON,Hard palate,241853,Oral,4,2,12584,6446,V13/V35,97
SRR044775.SRS011651,SRP002395,SRR044775,SRS011651,METAGENOMIC ,AMPLICON,Posterior fornix,241795,Urogenital tract,16,4,4625,1757,V13/V35,17
SRR047481.SRS011161,SRP002395,SRR047481,SRS011161,METAGENOMIC ,AMPLICON,Tongue dorsum,241686,Oral,10,2,6483,3222,V13/V35,71
SRR044585.SRS015911,SRP002395,SRR044585,SRS015911,METAGENOMIC ,AMPLICON,Stool,241778,Gastrointestinal tract,1,1,21545,10381,V13/V35,77
SRR044829.SRS011604,SRP002395,SRR044829,SRS011604,METAGENOMIC ,AMPLICON,Subgingival plaque,241783,Oral,7,2,8613,4403,V13/V35,132
SRR045674.SRS014321,SRP002395,SRR045674,SRS014321,METAGENOMIC ,AMPLICON,Supragingival plaque,241844,Oral,8,2,6341,3338,V13/V35,69
SRR172526.SRS098618,SRP002860,SRR172526,SRS098618,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241756,Oral,2,2,8376,5758,V13/V35,72
SRR047975.SRS042197,SRP002395,SRR047975,SRS042197,METAGENOMIC ,AMPLICON,Tongue dorsum,241837,Oral,10,2,10914,6336,V13/V35,65
SRR170093.SRS104345,SRP002860,SRR170093,SRS104345,METAGENOMIC ,AMPLICON,Supragingival plaque,257126,Oral,8,2,4353,2845,V13/V35,74
SRR046069.SRS019558,SRP002395,SRR046069,SRS019558,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241720,Skin,13,3,3664,2027,V13/V35,73
SRR091307.SRS075796,SRP002860,SRR091307,SRS075796,METAGENOMIC ,AMPLICON,Supragingival plaque,257116,Oral,8,2,11747,4606,V3-V5,95
SRR044178.SRS016182,SRP002395,SRR044178,SRS016182,METAGENOMIC ,AMPLICON,Anterior nares,241696,Airways,0,0,4690,2281,V13/V35,32
SRR170233.SRS097907,SRP002860,SRR170233,SRS097907,METAGENOMIC ,AMPLICON,Supragingival plaque,241696,Oral,8,2,12434,5976,V13/V35,91
SRR172524.SRS098747,SRP002860,SRR172524,SRS098747,METAGENOMIC ,AMPLICON,Anterior nares,241758,Airways,0,0,9968,6476,V13/V35,66
SRR089996.SRS100611,SRP002860,SRR089996,SRS100611,METAGENOMIC ,AMPLICON,Throat,241674,Oral,9,2,2322,1084,V3-V5,58
SRR090927.SRS143391,SRP002860,SRR090927,SRS143391,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,268870,Oral,2,2,11662,9205,V3-V5,73
SRR049556.SRS064564,SRP002395,SRR049556,SRS064564,METAGENOMIC ,AMPLICON,Buccal mucosa,241858,Oral,3,2,10338,5049,V13/V35,90
SRR045537.SRS014675,SRP002395,SRR045537,SRS014675,METAGENOMIC ,AMPLICON,Supragingival plaque,241720,Oral,8,2,10659,6132,V13/V35,77
SRR333119.SRS146714,SRP002860,SRR333119,SRS146714,METAGENOMIC ,AMPLICON,Anterior nares,257119,Airways,0,0,5601,3269,V1-V3,41
SRR131164.SRS149127,SRP002860,SRR131164,SRS149127,METAGENOMIC ,AMPLICON,Vaginal introitus,268870,Urogenital tract,17,4,5929,1095,V3-V5,33
SRR048476.SRS053434,SRP002395,SRR048476,SRS053434,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241839,Skin,14,3,7638,2442,V13/V35,73
